predicted_types,actual_types,inference_time,shas,precision,recall,f1,exact_match,hamming_loss,context_len,with_message,concern_count
"[""refactor""]","[""fix""]",0.28987860679626465,['87d5d4e55ab7149b593d29410f1fe426ba2447d4'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""test""]","[""test""]",0.33283567428588867,['317f4eefecddfb1392ca71d551840f446feee302'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.3189971446990967,['c5fa7b80438fbd74f4c341f0d3c9bd9e0f4910da'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.3041105270385742,['e7a67d88173566be3cd3aed7e9eeb7e29aabbc57'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""fix""]","[""fix""]",0.2735710144042969,['d129eaf9125a967ac86c6c7276bbae6b4d50af36'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""fix""]","[""build""]",0.2900505065917969,['1269431c8a3e7549f10fcbbb4b88ff625c8898b3'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""feat""]","[""refactor""]",0.2577371597290039,['535708ae50aecb452560a23356fd396f99ef13a2'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""feat""]","[""feat""]",0.24919438362121582,['68278b00450f2679761a2999500f6d87a579376b'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.22653937339782715,['6c9cb638cb4d1ecc42632fcf389c24898c5b3244'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""refactor""]","[""test""]",0.2877328395843506,['c7b25726df94a2530c9b1c0d2b6a0acaa103822f'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""feat""]","[""feat""]",0.3348369598388672,['1bcf88670b50155b50071e707f98f30cea0b7a24'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""build""]","[""build""]",0.37081384658813477,['454003841aabeb74396d73541378bfa59c75b5db'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.22208523750305176,['dbb537a26e388a8d7d17faf131abc30c2f7a84e6'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""docs""]","[""docs""]",0.2291727066040039,['bf83c9155e9bee6925aa7102fab53fb803d52533'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""feat""]","[""feat""]",0.22631359100341797,['dc5238b2bda98a7c4f2fe9584fc3b0191a408109'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.28326869010925293,['74e9de5ec97dc013a52aa063dff0f40ac74c407b'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""test""]","[""test""]",0.2621345520019531,['b7ce2894fd1794064bd6db4ed730bb6cb7728739'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""build""]",0.2257828712463379,['32b92cfa0b74a6c25990e32ac6aab12b8496794c'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""refactor""]","[""fix""]",0.3192107677459717,['bed78248c941d57ad4cc20a455147e186e97c7a1'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""test""]","[""test""]",0.2510249614715576,['f411e58cd510f8a2b980b2f1932003a0c0e9f8f3'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""feat""]","[""feat""]",0.24958586692810059,['f9a094918b62534614c47aa8a13f33aec751a1e0'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""docs""]","[""docs""]",0.259166955947876,['aca23027da1295c78fdf42ba9687d8ccc88784d7'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""build""]","[""build""]",0.26543593406677246,['37b1cbfd3d2c462ef4f2a131e4172c38dc8d9ddf'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""feat""]","[""feat""]",0.5257575511932373,['e137f9fdbdb6bf3f85c3f7ac9323785e445844c8'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""test""]","[""test""]",0.30870985984802246,['e0198f74b81da3663144cfe1d971939319f82a0f'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.31435441970825195,['45837af24a33308a70a3454f0f650f9fe728e272'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""docs""]","[""docs""]",0.24431371688842773,['0cfc5633d37ea06f645649138323f1820e18bdee'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""build""]","[""test""]",0.4763326644897461,['8ee0611fbf0cd89abe7ae588f22e6ecb843598ea'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""docs""]","[""docs""]",0.25968146324157715,['c2ee5cd5e709afd15c5565ee009a0d204403a119'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""refactor""]","[""fix""]",0.2879173755645752,['d1d55e787b7d07f763852602b9939a5394607fd9'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""build""]","[""build""]",0.28186702728271484,['c55591ba157298a9c5816693c102a89dfd058830'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""refactor""]","[""fix""]",0.28270888328552246,['9be725fa3906323d4bc9788f54eccf74109d632b'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""build""]","[""build""]",0.2435448169708252,['f00a4d3e307b89842250358ee432e6800bb24362'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""docs""]","[""docs""]",0.228057861328125,['036a0ff49a7dade0e04c9c07071a1ff49133ee24'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""docs""]","[""docs""]",0.25879955291748047,['6d405dfc1675dcad64a2dfac0c0cb0fb28381d21'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""fix""]","[""refactor""]",0.5270545482635498,['3cca5c314ad6feeffbfe1f14cf49ebd0fd9a95a2'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""test""]","[""docs""]",0.22371220588684082,['af880ac5b4fecbc6c4f3d1eee0d95f326e8bd9d1'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""refactor""]","[""fix""]",0.2872183322906494,['c8e0ae8612df3d6f2831acc004aaac332f6105e4'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""refactor""]","[""refactor""]",0.4152674674987793,['771857b1df9470ebc15357e8879118a72c649d5b'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""refactor""]","[""refactor""]",0.28232264518737793,['47ef9104e4a89e80d7cc6c1950bc080841da4a7b'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""test""]","[""refactor""]",0.5312309265136719,['1db13ec43727aca872a0f3836e4023ed85db665e'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""refactor""]","[""fix""]",0.28684496879577637,['933ab6bb86372913c992567cf9660009900911a7'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""test""]","[""test""]",0.25790834426879883,['e2e8ad25854bd1e7cdbc7f50b50bbd99e04ad47d'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""build""]","[""build""]",0.24771428108215332,['c44cf88a6ec54e5ddd99d8348bcc57b301ec7945'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.23016762733459473,['e96487ad7ce90b141219d9032fa2bed68d5dae6a'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""build""]","[""build""]",0.22395563125610352,['5b81fde8a72cf2e69a10e9f5c4f0bea0a2b8c3e0'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""docs""]","[""docs""]",0.5291211605072021,['cb1f48b56ae0de93acb72e48726c7d610a1d538e'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""refactor""]","[""fix""]",0.35958194732666016,['2561f4ade46fc9d59f289f328cc77733a6443697'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""refactor""]","[""fix""]",0.28930020332336426,['06e2be4e2019b6fa714e1fcb34485860ef1ede79'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""fix""]","[""refactor""]",0.25803256034851074,['36556bf8e0bce4ab6d26eafacbdad04d9614a5d7'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""build""]","[""build""]",0.22635650634765625,['c323d59c607cabc91f17a78528d998f376f30b10'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""build""]","[""build""]",0.2628757953643799,['e4a11fd5c34942ba12737f1c8c084489428ee274'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""fix""]","[""refactor""]",0.31950831413269043,['63eab619e6166eb6cab948028a7b89bf059dd878'],0.0,0.0,0.0,False,0.2857142857142857,2048,False,1
"[""docs""]","[""docs""]",0.2320413589477539,['a52a585d74894b3b4eeb8c784fa089ff95cddad0'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""feat""]","[""feat""]",0.2976503372192383,['b282e90e2cbb74559aab79eee8443a4d7c85502a'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""feat""]","[""feat""]",0.3018629550933838,['f823cf28652987d43c8324b4f5b203240032383a'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""fix""]","[""fix""]",0.25960779190063477,['9ef5c0d14193a9abb09b39856f58477d1f4b0d77'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""feat""]","[""feat""]",0.3295609951019287,['fd8e563cc19ca4684885d4692acee6bebcca4ada'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.24446558952331543,['4cbbd2552ba0de273e1dfe7d453c5b3efed751a3'],1.0,1.0,1.0,True,0.0,2048,False,1
"[""ci""]","[""ci""]",0.33518338203430176,['173553c0372e66e03bdab19e0e6c2dd44daa14a0'],1.0,1.0,1.0,True,0.0,2048,False,1
