predicted_types,actual_types,inference_time,shas,precision,recall,f1,exact_match,hamming_loss,context_len,with_message,concern_count
"[""fix"", ""test""]","[""test""]",0.5682752132415771,['7c48976f943e1e9b5850967b6f2963a205476ded'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""feat"", ""test""]","[""refactor""]",0.5593008995056152,['5748ff57ebafe94c4979eafa790d9a84812ca440'],0.0,0.0,0.0,False,0.42857142857142855,4096,True,1
"[""docs""]","[""docs""]",0.8262569904327393,['be8dd55c2179a1743ddbda56b5e88a1a89c92bcc'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""feat""]","[""feat""]",0.7357020378112793,['15b8e4bc9349ce017f65e10b95cae48b0aa11828'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""build""]","[""build""]",1.0775001049041748,['37b1cbfd3d2c462ef4f2a131e4172c38dc8d9ddf'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""ci""]","[""ci""]",1.062831163406372,['8d2e23bde626eaed6e5b13384cc7ac38bab5ea66'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""fix"", ""test""]","[""fix""]",0.6862068176269531,['44ac09d356fa02bdbb840638846f7a7500700d23'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""ci"", ""fix""]","[""ci""]",0.8412530422210693,['be44bbdeb52c6025e81c99528ed7b0d932c5be18'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""build""]","[""build""]",0.5913605690002441,['b7e38fb62aa6e8a30d72dec063b1adccd089d0aa'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""fix"", ""refactor"", ""build""]","[""refactor""]",3.589115858078003,['3e0e30ecebaf23f0c36fa4811426f8f4e0057cfe'],0.3333333333333333,1.0,0.5,False,0.2857142857142857,4096,True,1
"[""feat"", ""refactor""]","[""feat""]",1.3886752128601074,['293f301a4bb248799c467d1fef413ed3909f47a4'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""test""]","[""test""]",0.9389350414276123,['6c7398993bc567ec84e4573b6ededbf50b1ef606'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs""]","[""docs""]",1.0469129085540771,['036a0ff49a7dade0e04c9c07071a1ff49133ee24'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""fix"", ""refactor"", ""docs""]","[""fix""]",0.6997780799865723,['73b8948ea1d49e05ae8c63b17926eda4cb04e9bb'],0.3333333333333333,1.0,0.5,False,0.2857142857142857,4096,True,1
"[""refactor"", ""build""]","[""fix""]",0.9255678653717041,['ccd1946a375e2ac10c3c591b04a435c4bc5170c2'],0.0,0.0,0.0,False,0.42857142857142855,4096,True,1
"[""feat""]","[""feat""]",1.0390191078186035,['542f0cad5337de15428f0b6567ce4efd20a19a48'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""build""]","[""build""]",0.7100028991699219,['4ab28fc2e63e975a0c77e18ae644f34fa5f8771a'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""ci"", ""refactor""]","[""ci""]",0.6272108554840088,['b7b9c23698e7238eda26a1135018625181badd82'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""fix""]","[""refactor""]",0.8364400863647461,['190aef43fd30e693af822c176f9b686591568719'],0.0,0.0,0.0,False,0.2857142857142857,4096,True,1
"[""test""]","[""test""]",0.5967068672180176,['960af3a1c31fe2b5ab32e580089f67c9da816fcc'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs""]","[""docs""]",0.6648879051208496,['527e0abd0f88cb3ae2dc1a6ec7a62c241250444d'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs""]","[""docs""]",1.0235450267791748,['ee7cc5d5a940fba774e715b1f029c6361110b108'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""feat"", ""docs"", ""test"", ""refactor""]","[""feat""]",1.1203839778900146,['8a954673531d6935f5517535b9068639ed5cff0d'],0.25,1.0,0.4,False,0.42857142857142855,4096,True,1
"[""refactor""]","[""refactor""]",0.8434159755706787,['0e4ede620dd9a2cdc13ab9cc6da05577b39fddb8'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""build""]","[""build""]",0.7803971767425537,['ecc481f9f501aa34b41e06e7bbdde6e79f8ca1bb'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""build""]","[""ci""]",0.5895030498504639,['bda1822851d9be04f0d39f2213d1e2066eb115c8'],0.0,0.0,0.0,False,0.2857142857142857,4096,True,1
"[""test""]","[""test""]",0.5330009460449219,['7df6b872b9c820a35572b926d2496460a4c8b24a'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""fix""]","[""fix""]",0.618736982345581,['c4d9e5023fa0f88ba283b37da27677ceda1cbfbb'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""fix"", ""test""]","[""fix""]",0.7490851879119873,['0d43299ccee2b2e018fae24896c45d8d8be66bc6'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""test"", ""refactor""]","[""test""]",1.1987929344177246,['90a48c74f6faa0829d3809f739a42c0133e63ae0'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""refactor""]","[""refactor""]",1.201740026473999,['e8a8edadc5c25d6410462b89a48e0602e0cbbc7f'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs""]","[""docs""]",0.9765760898590088,['9849430b11b92ae58d94cfe4d0b06313c7eab550'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""build""]","[""build""]",0.6830809116363525,['45bbdaba1490a3216decb2c1a88b8f7041a3d505'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs"", ""feat""]","[""feat""]",0.6839518547058105,['1ae8bf1195b197daa80ba6e45360f8b894364cd4'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""ci""]","[""ci""]",0.6322267055511475,['976c34b6fdc32a7f3337f98e67a7c9e4ee9e793e'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""refactor"", ""test""]","[""refactor""]",0.6553311347961426,['1c8ff5cf2feb3ce0b7d0fbfc43be8d20f5b73287'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""ci""]","[""docs""]",0.675213098526001,['e50a61d63755a4a955c2a6535a865773e2ac01d5'],0.0,0.0,0.0,False,0.2857142857142857,4096,True,1
"[""fix""]","[""test""]",0.6500427722930908,['076b9f5efc109b481074a81957e24ce9f4a69f08'],0.0,0.0,0.0,False,0.2857142857142857,4096,True,1
"[""build""]","[""build""]",0.7600047588348389,['b2415c4d3de7b5d6da47668a3de630c07b30b300'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""refactor""]","[""fix""]",0.6918790340423584,['a81bbb83d64867f08c4d1be10919ef6806a1bf51'],0.0,0.0,0.0,False,0.2857142857142857,4096,True,1
"[""test"", ""refactor"", ""feat""]","[""feat""]",0.9228050708770752,['3730075261bc81df68f9d10f12a2d6bbffd8493c'],0.3333333333333333,1.0,0.5,False,0.2857142857142857,4096,True,1
"[""ci"", ""build""]","[""ci""]",1.6085140705108643,['db55dae208e4807898e6c747cefdf9bfcb4fd08c'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""docs""]","[""docs""]",0.8355820178985596,['dfab97842fe78fb8f217a5185fb6ec92682a53ca'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""feat""]","[""feat""]",0.6169259548187256,['73211952964a79d97b434dd567e6d7d34be7feb5'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""test"", ""refactor""]","[""refactor""]",0.7255008220672607,['fba4326c72fc22d81aba6976a9fef1e4b6154fd9'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""ci""]","[""ci""]",1.0881941318511963,['6f5b1103c0893d13b42f1f7c6504c9c339840be3'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""refactor""]","[""fix""]",0.7763867378234863,['2b1ad9d10fc5685ec75f362a73229569f03344ca'],0.0,0.0,0.0,False,0.2857142857142857,4096,True,1
"[""build"", ""test""]","[""test""]",1.296273946762085,['cd2bfb9b2298e8cd91013808547b35a9c40f46f1'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""build""]","[""build""]",1.1285340785980225,['607ecc92b5f8c084304e406eec725b7dcfa0a562'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""refactor""]","[""refactor""]",0.7375040054321289,['b98a8fed0b67b99ef4f8373aea904f847315e468'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs""]","[""docs""]",0.7003781795501709,['144388439d64e049cbed4e37659e819856d6987f'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""ci""]","[""build""]",0.8709659576416016,['88129ee45b1d49bc4ff887f3b488464cc7097e29'],0.0,0.0,0.0,False,0.2857142857142857,4096,True,1
"[""feat""]","[""feat""]",0.7293238639831543,['5e09c9128f13c45d54df685b0a17dc8e3f7ff02c'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""test""]","[""test""]",0.938025951385498,['e77f6751182595fe08940d67e11a90416c8dd6fd'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""ci"", ""feat""]","[""ci""]",1.0259690284729004,['bb00890fa896936d0be09cc5e5f411fb5e64aa5f'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""fix""]","[""fix""]",0.6922118663787842,['c1d3b58fd20995b1b9ca4e6771e3fa375242b02d'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""fix""]","[""fix""]",0.6479380130767822,['be2cbd9480fcbd60c3011ca57f1d761185cf52bd'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""refactor""]","[""refactor""]",0.7913541793823242,['8f1034b79f894b4b1112a4bc1903f37f22f7f5ed'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs""]","[""docs""]",0.6713721752166748,['16124286236edf03a6199720ba1629a35e3fe1aa'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""test""]","[""test""]",0.6354110240936279,['cdbc37711fa9c64b2cfa767766ca55c95c1736f7'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""ci"", ""feat""]","[""ci""]",0.5838580131530762,['5ebfebf86e60aae2610eb0ed84d177d53cd75f9d'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""feat"", ""refactor"", ""docs""]","[""feat""]",0.6536409854888916,['ded26d768ff432ad3bde3c0aa1e95ce50726100a'],0.3333333333333333,1.0,0.5,False,0.2857142857142857,4096,True,1
"[""build"", ""refactor""]","[""build""]",0.8827402591705322,['f46c6c6c26a14312aa05a77ff2a14aebd74e13ac'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""feat"", ""refactor""]","[""feat""]",0.6048080921173096,['bea32587586ca08f390c901a95e9b9c25263f4df'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""docs""]","[""docs""]",0.7072141170501709,['26994fb090d4ed0daf9b8ba960b4690fac08e340'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""fix"", ""test""]","[""fix""]",0.5874769687652588,['80242b34468398e835e5b3fc5ac345dbae4bcc7e'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""refactor""]","[""refactor""]",0.8015971183776855,['f9447355b93d67961c4a6b04bde3e83a394458ab'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""ci""]","[""ci""]",0.5318169593811035,['8fe29cdc76480adc79701e4c492ff1e87566f569'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs"", ""build""]","[""build""]",0.679804801940918,['4542d9973a848a2bd4f9baf12992efe7d7a69f2c'],0.5,1.0,0.6666666666666666,False,0.14285714285714285,4096,True,1
"[""test""]","[""test""]",0.6445810794830322,['e053bb5190b033d4edb35a0718d3c414ae366431'],1.0,1.0,1.0,True,0.0,4096,True,1
"[""docs"", ""feat"", ""test""]","[""docs"", ""refactor""]",1.1752970218658447,"['144388439d64e049cbed4e37659e819856d6987f', '5748ff57ebafe94c4979eafa790d9a84812ca440']",0.3333333333333333,0.5,0.4,False,0.42857142857142855,4096,True,2
"[""docs"", ""build"", ""test""]","[""build"", ""test""]",0.7531378269195557,"['4542d9973a848a2bd4f9baf12992efe7d7a69f2c', '1f663cbe4b4a9e7a0ae89c05f824335f2a0857fd']",0.6666666666666666,1.0,0.8,False,0.14285714285714285,4096,True,2
"[""feat"", ""fix"", ""docs"", ""test""]","[""feat"", ""fix""]",1.0853230953216553,"['6f0cf049caa1a7982669ee685e86621452686551', '238ba1990ea68eb64bdfc6b31efebad2acb01ad6']",0.5,1.0,0.6666666666666666,False,0.2857142857142857,4096,True,2
"[""ci"", ""docs""]","[""ci"", ""docs""]",0.7065768241882324,"['6f5b1103c0893d13b42f1f7c6504c9c339840be3', '01e1e33f377934099a4a725fab5cd6c5ff50eaa2']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""ci"", ""feat""]","[""ci"", ""feat""]",0.9593698978424072,"['6f5b1103c0893d13b42f1f7c6504c9c339840be3', '73211952964a79d97b434dd567e6d7d34be7feb5']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""build"", ""test""]","[""build"", ""refactor""]",1.0332868099212646,"['1ad3f41f28d2faa5229ee88b54d673275cc31036', '72e3eed599b3a3dd154575af344ac3e5c62dd07b']",0.5,0.5,0.5,False,0.2857142857142857,4096,True,2
"[""fix"", ""test""]","[""fix"", ""test""]",0.8438839912414551,"['0d43299ccee2b2e018fae24896c45d8d8be66bc6', '24a815b90437dbd962b5ff449f0b5146df835545']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""test"", ""feat"", ""refactor""]","[""feat"", ""refactor""]",0.6736557483673096,"['3730075261bc81df68f9d10f12a2d6bbffd8493c', '0e4ede620dd9a2cdc13ab9cc6da05577b39fddb8']",0.6666666666666666,1.0,0.8,False,0.14285714285714285,4096,True,2
"[""build"", ""docs""]","[""build"", ""docs""]",0.9198658466339111,"['b7e38fb62aa6e8a30d72dec063b1adccd089d0aa', 'eb51316cdfdc7258d287ba13b67ef2f42bd2b8f6']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""ci"", ""fix""]","[""ci"", ""fix""]",0.8908560276031494,"['6f5b1103c0893d13b42f1f7c6504c9c339840be3', 'be2cbd9480fcbd60c3011ca57f1d761185cf52bd']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""fix"", ""test""]","[""fix"", ""test""]",0.6435291767120361,"['b131f5d67076b97b3186c820760df839bf796ad5', '2a7c6f5c0b1c966d6a5d103de1978a61c141648a']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""build"", ""docs""]","[""build"", ""docs""]",0.6682586669921875,"['45bbdaba1490a3216decb2c1a88b8f7041a3d505', '16124286236edf03a6199720ba1629a35e3fe1aa']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""feat"", ""refactor""]","[""feat"", ""refactor""]",0.9348311424255371,"['d61bf50f77b404e660a6e5aa9e9bc4ce415e8c18', 'ee4bf61fb8836e249fb4ef3507dc938e70696b3f']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""build"", ""test""]","[""ci"", ""test""]",0.8766250610351562,"['bda1822851d9be04f0d39f2213d1e2066eb115c8', '90a48c74f6faa0829d3809f739a42c0133e63ae0']",0.5,0.5,0.5,False,0.2857142857142857,4096,True,2
"[""ci"", ""fix"", ""refactor""]","[""ci"", ""refactor""]",0.6112580299377441,"['be44bbdeb52c6025e81c99528ed7b0d932c5be18', '0e4ede620dd9a2cdc13ab9cc6da05577b39fddb8']",0.6666666666666666,1.0,0.8,False,0.14285714285714285,4096,True,2
"[""refactor"", ""test"", ""feat"", ""docs""]","[""docs"", ""feat""]",0.8369526863098145,"['0105a4ee47706d9b3aa8f22d0a75585a498731ec', '3709e392924aba3542514ce35bd681adca39e8ac']",0.5,1.0,0.6666666666666666,False,0.2857142857142857,4096,True,2
"[""build"", ""test""]","[""build"", ""test""]",0.6351199150085449,"['fd2b7a18dca63b51f4ba5de6b2e4ad2b825e735d', '24a815b90437dbd962b5ff449f0b5146df835545']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""build"", ""fix"", ""test""]","[""ci"", ""fix""]",0.9204521179199219,"['bda1822851d9be04f0d39f2213d1e2066eb115c8', '238ba1990ea68eb64bdfc6b31efebad2acb01ad6']",0.3333333333333333,0.5,0.4,False,0.42857142857142855,4096,True,2
"[""fix"", ""feat"", ""test""]","[""feat"", ""test""]",0.7666330337524414,"['6b473cbdc5997af47c56a2a74f5b64da6d4c2ad7', 'cdbc37711fa9c64b2cfa767766ca55c95c1736f7']",0.6666666666666666,1.0,0.8,False,0.14285714285714285,4096,True,2
"[""docs"", ""fix""]","[""docs"", ""refactor""]",0.6517369747161865,"['af5ec2005504bbd836a54bfb2df0b7f6cf15f314', '4597f158c45a1f996ad217236d88edab69c29b22']",0.5,0.5,0.5,False,0.2857142857142857,4096,True,2
"[""build"", ""fix""]","[""build"", ""fix""]",0.5997209548950195,"['ecc481f9f501aa34b41e06e7bbdde6e79f8ca1bb', '45b386aa3f06bce06f5e03fbde0aa52c4051c8bc']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""refactor"", ""test""]","[""refactor"", ""test""]",0.9690687656402588,"['3a86f49b725c0f66b5f04f80547042636135b49c', '3c812f916e06a53b899e9e3dd79760b475fa4b87']",1.0,1.0,1.0,True,0.0,4096,True,2
"[""build"", ""feat""]","[""ci"", ""feat""]",0.6713507175445557,"['bda1822851d9be04f0d39f2213d1e2066eb115c8', 'ba60e126299ad057772b5516d9ab390e770f1301']",0.5,0.5,0.5,False,0.2857142857142857,4096,True,2
"[""build"", ""docs""]","[""build"", ""docs""]",0.6162400245666504,"['0f38960851ac0fd159727d5dffb36f50268eec18', 'a4290c7be832aaac894f9b4e69837f0eb13d9287']",1.0,1.0,1.0,True,0.0,4096,True,2
