predicted_types,actual_types,inference_time,shas,precision,recall,f1,exact_match,hamming_loss,context_len,with_message,concern_count
"[""feat"", ""refactor""]","[""fix""]",0.7016093730926514,['87d5d4e55ab7149b593d29410f1fe426ba2447d4'],0.0,0.0,0.0,False,0.4285714285714285,12288,True,1
"[""test""]","[""test""]",0.445012092590332,['317f4eefecddfb1392ca71d551840f446feee302'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""ci""]","[""ci""]",0.4034731388092041,['c5fa7b80438fbd74f4c341f0d3c9bd9e0f4910da'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""ci""]","[""ci""]",0.3924245834350586,['e7a67d88173566be3cd3aed7e9eeb7e29aabbc57'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""fix""]","[""fix""]",0.3833441734313965,['d129eaf9125a967ac86c6c7276bbae6b4d50af36'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""build""]","[""build""]",0.4029114246368408,['1269431c8a3e7549f10fcbbb4b88ff625c8898b3'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""feat"", ""refactor""]","[""refactor""]",0.5268304347991943,['535708ae50aecb452560a23356fd396f99ef13a2'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""feat"", ""refactor""]","[""feat""]",0.5199744701385498,['68278b00450f2679761a2999500f6d87a579376b'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""ci""]","[""ci""]",0.3716599941253662,['6c9cb638cb4d1ecc42632fcf389c24898c5b3244'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""test""]","[""test""]",0.3146646022796631,['c7b25726df94a2530c9b1c0d2b6a0acaa103822f'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""refactor"", ""feat""]","[""feat""]",0.5752143859863281,['1bcf88670b50155b50071e707f98f30cea0b7a24'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""build"", ""test""]","[""build""]",0.6255888938903809,['454003841aabeb74396d73541378bfa59c75b5db'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""ci""]","[""ci""]",0.3727073669433594,['dbb537a26e388a8d7d17faf131abc30c2f7a84e6'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""fix"", ""docs""]","[""docs""]",0.4735534191131592,['bf83c9155e9bee6925aa7102fab53fb803d52533'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""feat""]","[""feat""]",0.3713881969451904,['dc5238b2bda98a7c4f2fe9584fc3b0191a408109'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""ci""]","[""ci""]",0.3704748153686523,['74e9de5ec97dc013a52aa063dff0f40ac74c407b'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""test""]","[""test""]",0.4059629440307617,['b7ce2894fd1794064bd6db4ed730bb6cb7728739'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""build""]","[""build""]",0.4091513156890869,['32b92cfa0b74a6c25990e32ac6aab12b8496794c'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""fix"", ""refactor""]","[""fix""]",0.6055128574371338,['bed78248c941d57ad4cc20a455147e186e97c7a1'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""test""]","[""test""]",0.3638885021209717,['f411e58cd510f8a2b980b2f1932003a0c0e9f8f3'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""feat""]","[""feat""]",0.4247486591339111,['f9a094918b62534614c47aa8a13f33aec751a1e0'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""docs""]","[""docs""]",0.4308462142944336,['aca23027da1295c78fdf42ba9687d8ccc88784d7'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""build""]","[""build""]",0.4662480354309082,['37b1cbfd3d2c462ef4f2a131e4172c38dc8d9ddf'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""feat"", ""refactor"", ""docs"", ""test"", ""ci"", ""build""]","[""feat""]",1.3079540729522705,['e137f9fdbdb6bf3f85c3f7ac9323785e445844c8'],0.1666666666666666,1.0,0.2857142857142857,False,0.7142857142857143,12288,True,1
"[""test""]","[""test""]",0.417513370513916,['e0198f74b81da3663144cfe1d971939319f82a0f'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""ci""]","[""ci""]",0.4286909103393554,['45837af24a33308a70a3454f0f650f9fe728e272'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""docs""]","[""docs""]",0.3883976936340332,['0cfc5633d37ea06f645649138323f1820e18bdee'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""test""]","[""test""]",0.5700228214263916,['8ee0611fbf0cd89abe7ae588f22e6ecb843598ea'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""docs"", ""feat""]","[""docs""]",0.4420626163482666,['c2ee5cd5e709afd15c5565ee009a0d204403a119'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""fix""]","[""fix""]",0.2830629348754883,['d1d55e787b7d07f763852602b9939a5394607fd9'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""build""]","[""build""]",0.395923376083374,['c55591ba157298a9c5816693c102a89dfd058830'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""fix""]","[""fix""]",0.3141944408416748,['9be725fa3906323d4bc9788f54eccf74109d632b'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""build""]","[""build""]",0.3983094692230224,['f00a4d3e307b89842250358ee432e6800bb24362'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""docs""]","[""docs""]",0.374988317489624,['036a0ff49a7dade0e04c9c07071a1ff49133ee24'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""feat"", ""docs""]","[""docs""]",0.5034093856811523,['6d405dfc1675dcad64a2dfac0c0cb0fb28381d21'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""refactor""]","[""refactor""]",1.2539045810699463,['3cca5c314ad6feeffbfe1f14cf49ebd0fd9a95a2'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""fix"", ""test""]","[""docs""]",0.4740049839019775,['af880ac5b4fecbc6c4f3d1eee0d95f326e8bd9d1'],0.0,0.0,0.0,False,0.4285714285714285,12288,True,1
"[""fix""]","[""fix""]",0.3759620189666748,['c8e0ae8612df3d6f2831acc004aaac332f6105e4'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""refactor"", ""docs""]","[""refactor""]",0.6135551929473877,['771857b1df9470ebc15357e8879118a72c649d5b'],0.5,1.0,0.6666666666666666,False,0.1428571428571428,12288,True,1
"[""refactor""]","[""refactor""]",0.341249942779541,['47ef9104e4a89e80d7cc6c1950bc080841da4a7b'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""refactor""]","[""refactor""]",0.6636860370635986,['1db13ec43727aca872a0f3836e4023ed85db665e'],1.0,1.0,1.0,True,0.0,12288,True,1
"[""fix""]","[""fix""]",0.3159921169281006,['933ab6bb86372913c992567cf9660009900911a7'],1.0,1.0,1.0,True,0.0,12288,True,1
