predicted_types,actual_types,inference_time,shas,precision,recall,f1,exact_match,hamming_loss,context_len,with_message,concern_count
"[""refactor""]","[""fix""]",0.323702335357666,['87d5d4e55ab7149b593d29410f1fe426ba2447d4'],0.0,0.0,0.0,False,0.2857142857142857,2048,True,1
"[""test""]","[""test""]",0.3583869934082031,['317f4eefecddfb1392ca71d551840f446feee302'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""ci""]","[""ci""]",0.34081459045410156,['c5fa7b80438fbd74f4c341f0d3c9bd9e0f4910da'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""ci""]","[""ci""]",0.3290290832519531,['e7a67d88173566be3cd3aed7e9eeb7e29aabbc57'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""fix""]",0.3009033203125,['d129eaf9125a967ac86c6c7276bbae6b4d50af36'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.285205602645874,['1269431c8a3e7549f10fcbbb4b88ff625c8898b3'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""feat""]","[""refactor""]",0.28650426864624023,['535708ae50aecb452560a23356fd396f99ef13a2'],0.0,0.0,0.0,False,0.2857142857142857,2048,True,1
"[""feat""]","[""feat""]",0.2762770652770996,['68278b00450f2679761a2999500f6d87a579376b'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""ci""]","[""ci""]",0.2537345886230469,['6c9cb638cb4d1ecc42632fcf389c24898c5b3244'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""test""]","[""test""]",0.25754785537719727,['c7b25726df94a2530c9b1c0d2b6a0acaa103822f'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""feat""]","[""feat""]",0.3520517349243164,['1bcf88670b50155b50071e707f98f30cea0b7a24'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.3973081111907959,['454003841aabeb74396d73541378bfa59c75b5db'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""ci""]","[""ci""]",0.24965524673461914,['dbb537a26e388a8d7d17faf131abc30c2f7a84e6'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""docs""]","[""docs""]",0.2851676940917969,['bf83c9155e9bee6925aa7102fab53fb803d52533'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""feat""]","[""feat""]",0.2855222225189209,['dc5238b2bda98a7c4f2fe9584fc3b0191a408109'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""ci""]","[""ci""]",0.3112986087799072,['74e9de5ec97dc013a52aa063dff0f40ac74c407b'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""test""]","[""test""]",0.28630995750427246,['b7ce2894fd1794064bd6db4ed730bb6cb7728739'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.31314778327941895,['32b92cfa0b74a6c25990e32ac6aab12b8496794c'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""fix""]",0.3117988109588623,['bed78248c941d57ad4cc20a455147e186e97c7a1'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""test""]","[""test""]",0.27872681617736816,['f411e58cd510f8a2b980b2f1932003a0c0e9f8f3'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""feat""]","[""feat""]",0.27188968658447266,['f9a094918b62534614c47aa8a13f33aec751a1e0'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""docs""]","[""docs""]",0.28931427001953125,['aca23027da1295c78fdf42ba9687d8ccc88784d7'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.3128836154937744,['37b1cbfd3d2c462ef4f2a131e4172c38dc8d9ddf'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""feat""]","[""feat""]",0.5529851913452148,['e137f9fdbdb6bf3f85c3f7ac9323785e445844c8'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""test""]","[""test""]",0.33358001708984375,['e0198f74b81da3663144cfe1d971939319f82a0f'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""ci""]",0.32915616035461426,['45837af24a33308a70a3454f0f650f9fe728e272'],0.0,0.0,0.0,False,0.2857142857142857,2048,True,1
"[""docs""]","[""docs""]",0.3006150722503662,['0cfc5633d37ea06f645649138323f1820e18bdee'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""test""]","[""test""]",0.5004048347473145,['8ee0611fbf0cd89abe7ae588f22e6ecb843598ea'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""docs""]","[""docs""]",0.315868616104126,['c2ee5cd5e709afd15c5565ee009a0d204403a119'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""fix""]",0.2573843002319336,['d1d55e787b7d07f763852602b9939a5394607fd9'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.3125729560852051,['c55591ba157298a9c5816693c102a89dfd058830'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""fix""]",0.25263404846191406,['9be725fa3906323d4bc9788f54eccf74109d632b'],0.0,0.0,0.0,False,0.2857142857142857,2048,True,1
"[""build""]","[""build""]",0.27820777893066406,['f00a4d3e307b89842250358ee432e6800bb24362'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""docs""]","[""docs""]",0.2834031581878662,['036a0ff49a7dade0e04c9c07071a1ff49133ee24'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""docs""]","[""docs""]",0.2874934673309326,['6d405dfc1675dcad64a2dfac0c0cb0fb28381d21'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""refactor""]","[""refactor""]",0.5848205089569092,['3cca5c314ad6feeffbfe1f14cf49ebd0fd9a95a2'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""docs""]","[""docs""]",0.3158130645751953,['af880ac5b4fecbc6c4f3d1eee0d95f326e8bd9d1'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""fix""]",0.25444459915161133,['c8e0ae8612df3d6f2831acc004aaac332f6105e4'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""refactor""]","[""refactor""]",0.45740413665771484,['771857b1df9470ebc15357e8879118a72c649d5b'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""refactor""]","[""refactor""]",0.31328773498535156,['47ef9104e4a89e80d7cc6c1950bc080841da4a7b'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""refactor""]","[""refactor""]",0.5849676132202148,['1db13ec43727aca872a0f3836e4023ed85db665e'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""fix""]",0.25440120697021484,['933ab6bb86372913c992567cf9660009900911a7'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""test""]","[""test""]",0.2860851287841797,['e2e8ad25854bd1e7cdbc7f50b50bbd99e04ad47d'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.27302074432373047,['c44cf88a6ec54e5ddd99d8348bcc57b301ec7945'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""ci""]","[""ci""]",0.25602269172668457,['e96487ad7ce90b141219d9032fa2bed68d5dae6a'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.2485353946685791,['5b81fde8a72cf2e69a10e9f5c4f0bea0a2b8c3e0'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""docs""]","[""docs""]",0.5590982437133789,['cb1f48b56ae0de93acb72e48726c7d610a1d538e'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""fix""]",0.36077380180358887,['2561f4ade46fc9d59f289f328cc77733a6443697'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""fix""]",0.3037545680999756,['06e2be4e2019b6fa714e1fcb34485860ef1ede79'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""refactor""]","[""refactor""]",0.3228790760040283,['36556bf8e0bce4ab6d26eafacbdad04d9614a5d7'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.2513844966888428,['c323d59c607cabc91f17a78528d998f376f30b10'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""build""]","[""build""]",0.31172990798950195,['e4a11fd5c34942ba12737f1c8c084489428ee274'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""refactor""]",0.3448066711425781,['63eab619e6166eb6cab948028a7b89bf059dd878'],0.0,0.0,0.0,False,0.2857142857142857,2048,True,1
"[""docs""]","[""docs""]",0.25607872009277344,['a52a585d74894b3b4eeb8c784fa089ff95cddad0'],1.0,1.0,1.0,True,0.0,2048,True,1
"[""fix""]","[""feat""]",0.3272690773010254,['b282e90e2cbb74559aab79eee8443a4d7c85502a'],0.0,0.0,0.0,False,0.2857142857142857,2048,True,1
