predicted_types,actual_types,inference_time,shas
"['refactor', 'docs']","['refactor', 'docs']",11.352818250656128,"['bf95d5d0b34d32ef2684488feb3de01cb824b2b4', 'eb51316cdfdc7258d287ba13b67ef2f42bd2b8f6']"
"['refactor', 'feat']","['fix', 'feat']",5.605906963348389,"['ab1e60a97c6d5c688dacbd23bca40cb8f20c4ac3', 'f823cf28652987d43c8324b4f5b203240032383a']"
['test'],['test'],11.064621925354004,['11ffd5174bd61a2939ae58d2b2d43284302ae490']
"['refactor', 'build']","['build', 'refactor']",11.40374493598938,"['e0a977b2d316e7612b5d72cb02cd7d78e75dbc55', '0d23f1b3ed22e615b9611bb4eae01d2241e64dff']"
"['fix', 'test']","['docs', 'test']",8.386451005935669,"['9ed3c0c4a72af977fc9150512fb6538f20a94b22', 'f87659953e9af59bc7cb314a22dd076d988ef607']"
['refactor'],['test'],9.419793844223022,['7ece3a9a16780dc6c633bbd903d36ce0aefd6a8a']
"['test', 'build']","['docs', 'build', 'test']",8.456072092056274,"['363f84c7da411468b4103da8e0b39ca48cfd8327', '1269431c8a3e7549f10fcbbb4b88ff625c8898b3', '48d5d573886e9fdd0cca1cea47112c4a2f6edf52']"
"['refactor', 'cicd']","['refactor', 'cicd', 'fix']",6.700824737548828,"['f1bc5a554af4e617c7d7508f7f16f8fd25c78c91', 'e96487ad7ce90b141219d9032fa2bed68d5dae6a', 'c5904a9004fca1e438168ca7334a0deefab536ff']"
"['docs', 'cicd']","['docs', 'cicd']",2.7478389739990234,"['f2f52c23b513dd857350f3c163f676d37189d0d3', '2ac99c0a66a1adc18ee4ef660608f814823dd198']"
['build'],['build'],1.7379090785980225,['9ab4c61975e073e214646443d088339cfdbaa88d']
"['test', 'refactor']","['test', 'fix']",9.147794008255005,"['c5e86dbc00a13a355bffadeb2db197e2fea5640f', '07452180fee89e98f05e1aeca68f9923d4c7ab63']"
"['refactor', 'build']","['build', 'fix']",6.741369009017944,"['607ecc92b5f8c084304e406eec725b7dcfa0a562', '7dc3b70fe40fc7de255a28bb3098bcb8c0d35365']"
"['refactor', 'build']","['refactor', 'build', 'feat']",9.8644540309906,"['3346331a963766c8193170fb130adad2e658ada2', 'bfe32bf10e9b6d699f694fbd095af0b3f2e6275f', 'd8d0ba8ea17ed43a04f90213851d2f27056d8cf0']"
"['docs', 'cicd', 'refactor']","['docs', 'build', 'refactor']",5.931084632873535,"['cab2cf4d3fffb0ec2b56d455e67ac5fa992b4104', '2236b37bd671fdb71313cbc6ebd7633f0effba34', 'd7972da833257c073403dec3c2ac3a7f297e328a']"
"['build', 'test', 'fix']","['build', 'feat', 'test']",11.014137029647827,"['bb3e3d9b96e435c3b92fc208bca93d1ad7e1ad50', '6f4c06076abff94f8bb5c634beaba55483a78b72', '6c7398993bc567ec84e4573b6ededbf50b1ef606']"
"['feat', 'refactor', 'cicd']","['feat', 'refactor', 'docs']",9.66158413887024,"['9114362b39f5194209cd0b330af7076333f3db77', 'ee4bf61fb8836e249fb4ef3507dc938e70696b3f', '12257ce53f94dc902df4ba087de90f52d2840ad4']"
"['cicd', 'build']","['cicd', 'fix']",2.7244720458984375,"['6132632f7517195c7333308e9c667cdb756bf0af', 'c623b3622058b913290120b06ccdc779a4e4413d']"
"['fix', 'refactor', 'cicd', 'docs']","['build', 'fix', 'docs']",8.078561067581177,"['88129ee45b1d49bc4ff887f3b488464cc7097e29', '61eaa2d0cca9bd27d6c5f0a8f9b34200b77fdbb0', '9ed3c0c4a72af977fc9150512fb6538f20a94b22']"
"['feat', 'cicd', 'build']","['feat', 'cicd', 'build']",9.182609796524048,"['fd8e563cc19ca4684885d4692acee6bebcca4ada', 'e82254c4ca73fe55834f005f08bc2a060496f815', '9ab4c61975e073e214646443d088339cfdbaa88d']"
"['fix', 'refactor']","['build', 'feat']",7.289395093917847,"['c323d59c607cabc91f17a78528d998f376f30b10', 'd8d0ba8ea17ed43a04f90213851d2f27056d8cf0']"
"['feat', 'refactor', 'docs']","['refactor', 'fix', 'docs']",7.768938064575195,"['2954a0955ce9af6acb345ed1e8328e145ad30475', '6889543bec720e7e7da66535e1012cb66edfe081', 'eb51316cdfdc7258d287ba13b67ef2f42bd2b8f6']"
"['refactor', 'docs']","['refactor', 'docs']",7.37333607673645,"['cd7e8c3d3549ea05115b3f02586eeba894d86906', 'e0177c25e13812306aab0b0991562d58b6d14767']"
"['refactor', 'build']","['test', 'refactor']",4.504155874252319,"['672cd2b9775fb6dac2d522cb3f4469db47c0556b', '36556bf8e0bce4ab6d26eafacbdad04d9614a5d7']"
"['fix', 'refactor', 'docs']","['fix', 'docs']",5.564207077026367,"['174f25214caa10ec643db6c81aaa0f3511bf78f4', '04e70ce964b343e28b3dbd0c46d10ccda958ab8c']"
"['refactor', 'fix']","['refactor', 'fix', 'test']",7.796402215957642,"['a62314d9bb632be6af026686615d14b912250512', '5636313d7c9cfbd9f48578fd104771d65eae9720', '98bed2a8137930149559bc1cae9bd34a1a75e556']"
['refactor'],['fix'],1.9428431987762451,['c4d9e5023fa0f88ba283b37da27677ceda1cbfbb']
['refactor'],['refactor'],3.5509252548217773,['a50b51999015e210918d9c8e95fd4cac347353be']
"['fix', 'docs']","['refactor', 'docs']",7.371646881103516,"['7dbbb64c45506ef634180638db800b6d9535523d', '9ed3c0c4a72af977fc9150512fb6538f20a94b22']"
"['fix', 'refactor']","['fix', 'refactor', 'build']",7.757004022598267,"['c6403b62f8dc0e5bfe25a1c6306fb7040ca447ae', '63eab619e6166eb6cab948028a7b89bf059dd878', 'c55591ba157298a9c5816693c102a89dfd058830']"
['fix'],['fix'],1.6842379570007324,['a280a52c8309465276c3509848ddcddbe19732b6']
"['refactor', 'test']","['test', 'docs']",3.99629807472229,"['f411e58cd510f8a2b980b2f1932003a0c0e9f8f3', 'cccdd8a43fea7614f78b6f1dcf1765100928a3db']"
"['cicd', 'refactor']",['cicd'],2.5284101963043213,['7152173d26293f4638920b17ce2dfa8ae995193b']
"['refactor', 'docs']","['refactor', 'docs']",7.0051891803741455,"['bf95d5d0b34d32ef2684488feb3de01cb824b2b4', '3ee672483790ec71c700907a6e93af4698492026']"
