predicted_types,actual_types,inference_time,shas
"['refactor', 'docs']","['refactor', 'docs']",28.607792854309082,"['bf95d5d0b34d32ef2684488feb3de01cb824b2b4', 'eb51316cdfdc7258d287ba13b67ef2f42bd2b8f6']"
"['refactor', 'feat']","['fix', 'feat']",5.471501111984253,"['ab1e60a97c6d5c688dacbd23bca40cb8f20c4ac3', 'f823cf28652987d43c8324b4f5b203240032383a']"
"['test', 'refactor']",['test'],39.55022096633911,['11ffd5174bd61a2939ae58d2b2d43284302ae490']
"['build', 'refactor']","['build', 'refactor']",17.367828845977783,"['e0a977b2d316e7612b5d72cb02cd7d78e75dbc55', '0d23f1b3ed22e615b9611bb4eae01d2241e64dff']"
"['fix', 'test', 'docs']","['docs', 'test']",16.919832706451416,"['9ed3c0c4a72af977fc9150512fb6538f20a94b22', 'f87659953e9af59bc7cb314a22dd076d988ef607']"
"['refactor', 'test']",['test'],9.547554016113281,['7ece3a9a16780dc6c633bbd903d36ce0aefd6a8a']
"['test', 'build', 'docs']","['docs', 'build', 'test']",18.91871428489685,"['363f84c7da411468b4103da8e0b39ca48cfd8327', '1269431c8a3e7549f10fcbbb4b88ff625c8898b3', '48d5d573886e9fdd0cca1cea47112c4a2f6edf52']"
"['refactor', 'cicd', 'build']","['refactor', 'cicd', 'fix']",9.48826813697815,"['f1bc5a554af4e617c7d7508f7f16f8fd25c78c91', 'e96487ad7ce90b141219d9032fa2bed68d5dae6a', 'c5904a9004fca1e438168ca7334a0deefab536ff']"
"['refactor', 'docs', 'cicd']","['docs', 'cicd']",2.9420828819274902,"['f2f52c23b513dd857350f3c163f676d37189d0d3', '2ac99c0a66a1adc18ee4ef660608f814823dd198']"
['build'],['build'],1.6551659107208252,['9ab4c61975e073e214646443d088339cfdbaa88d']
"['test', 'refactor']","['test', 'fix']",9.802037954330444,"['c5e86dbc00a13a355bffadeb2db197e2fea5640f', '07452180fee89e98f05e1aeca68f9923d4c7ab63']"
['build'],"['build', 'fix']",6.274338960647583,"['607ecc92b5f8c084304e406eec725b7dcfa0a562', '7dc3b70fe40fc7de255a28bb3098bcb8c0d35365']"
"['refactor', 'build']","['refactor', 'build', 'feat']",13.775917053222656,"['3346331a963766c8193170fb130adad2e658ada2', 'bfe32bf10e9b6d699f694fbd095af0b3f2e6275f', 'd8d0ba8ea17ed43a04f90213851d2f27056d8cf0']"
"['refactor', 'docs', 'build', 'test']","['docs', 'build', 'refactor']",5.782238960266113,"['cab2cf4d3fffb0ec2b56d455e67ac5fa992b4104', '2236b37bd671fdb71313cbc6ebd7633f0effba34', 'd7972da833257c073403dec3c2ac3a7f297e328a']"
"['feat', 'build', 'test']","['build', 'feat', 'test']",11.350600957870483,"['bb3e3d9b96e435c3b92fc208bca93d1ad7e1ad50', '6f4c06076abff94f8bb5c634beaba55483a78b72', '6c7398993bc567ec84e4573b6ededbf50b1ef606']"
"['feat', 'refactor', 'docs']","['feat', 'refactor', 'docs']",19.510054111480713,"['9114362b39f5194209cd0b330af7076333f3db77', 'ee4bf61fb8836e249fb4ef3507dc938e70696b3f', '12257ce53f94dc902df4ba087de90f52d2840ad4']"
"['cicd', 'build']","['cicd', 'fix']",2.6401472091674805,"['6132632f7517195c7333308e9c667cdb756bf0af', 'c623b3622058b913290120b06ccdc779a4e4413d']"
"['fix', 'cicd', 'docs']","['build', 'fix', 'docs']",7.569719076156616,"['88129ee45b1d49bc4ff887f3b488464cc7097e29', '61eaa2d0cca9bd27d6c5f0a8f9b34200b77fdbb0', '9ed3c0c4a72af977fc9150512fb6538f20a94b22']"
"['feat', 'cicd', 'build']","['feat', 'cicd', 'build']",10.752275228500366,"['fd8e563cc19ca4684885d4692acee6bebcca4ada', 'e82254c4ca73fe55834f005f08bc2a060496f815', '9ab4c61975e073e214646443d088339cfdbaa88d']"
"['fix', 'refactor']","['build', 'feat']",9.424001932144165,"['c323d59c607cabc91f17a78528d998f376f30b10', 'd8d0ba8ea17ed43a04f90213851d2f27056d8cf0']"
"['refactor', 'docs']","['refactor', 'fix', 'docs']",16.98184084892273,"['2954a0955ce9af6acb345ed1e8328e145ad30475', '6889543bec720e7e7da66535e1012cb66edfe081', 'eb51316cdfdc7258d287ba13b67ef2f42bd2b8f6']"
"['refactor', 'docs']","['refactor', 'docs']",7.156020164489746,"['cd7e8c3d3549ea05115b3f02586eeba894d86906', 'e0177c25e13812306aab0b0991562d58b6d14767']"
"['refactor', 'test']","['test', 'refactor']",4.401703834533691,"['672cd2b9775fb6dac2d522cb3f4469db47c0556b', '36556bf8e0bce4ab6d26eafacbdad04d9614a5d7']"
"['fix', 'docs']","['fix', 'docs']",5.056847810745239,"['174f25214caa10ec643db6c81aaa0f3511bf78f4', '04e70ce964b343e28b3dbd0c46d10ccda958ab8c']"
"['refactor', 'test']","['refactor', 'fix', 'test']",7.6330790519714355,"['a62314d9bb632be6af026686615d14b912250512', '5636313d7c9cfbd9f48578fd104771d65eae9720', '98bed2a8137930149559bc1cae9bd34a1a75e556']"
['refactor'],['fix'],1.9615240097045898,['c4d9e5023fa0f88ba283b37da27677ceda1cbfbb']
['refactor'],['refactor'],3.413027048110962,['a50b51999015e210918d9c8e95fd4cac347353be']
"['refactor', 'docs']","['refactor', 'docs']",7.465627193450928,"['7dbbb64c45506ef634180638db800b6d9535523d', '9ed3c0c4a72af977fc9150512fb6538f20a94b22']"
"['refactor', 'test', 'build']","['fix', 'refactor', 'build']",8.19998288154602,"['c6403b62f8dc0e5bfe25a1c6306fb7040ca447ae', '63eab619e6166eb6cab948028a7b89bf059dd878', 'c55591ba157298a9c5816693c102a89dfd058830']"
"['feat', 'refactor']",['fix'],2.004085063934326,['a280a52c8309465276c3509848ddcddbe19732b6']
"['test', 'refactor']","['test', 'docs']",3.810934066772461,"['f411e58cd510f8a2b980b2f1932003a0c0e9f8f3', 'cccdd8a43fea7614f78b6f1dcf1765100928a3db']"
['cicd'],['cicd'],2.2085742950439453,['7152173d26293f4638920b17ce2dfa8ae995193b']
"['refactor', 'docs']","['refactor', 'docs']",9.084603786468506,"['bf95d5d0b34d32ef2684488feb3de01cb824b2b4', '3ee672483790ec71c700907a6e93af4698492026']"
"['feat', 'refactor']",['feat'],2.949361801147461,['4197f2654e8767039dbfd66eca34f261ee3d88c8']
"['build', 'refactor']","['cicd', 'test']",8.008316040039062,"['f751bb5426b87f82096d620f1cd6203badf45d58', '19feaea1885eb015759b5c7a5d785521f2b8a212']"
"['refactor', 'test', 'docs']","['fix', 'test', 'docs']",17.941112756729126,"['9474f58b44a35321e9157ca9890c589a7b3729b2', '47df74d40becf915a9d89cdb887abd259b77def0', 'cb1f48b56ae0de93acb72e48726c7d610a1d538e']"
"['test', 'build', 'cicd']","['test', 'refactor', 'cicd']",21.002052068710327,"['48d5d573886e9fdd0cca1cea47112c4a2f6edf52', 'bb2ccc1a778452aebf233cf78b20f1f4bab4354b', 'c5fa7b80438fbd74f4c341f0d3c9bd9e0f4910da']"
"['feat', 'refactor', 'test', 'cicd']","['build', 'docs', 'cicd']",8.479665040969849,"['4ab28fc2e63e975a0c77e18ae644f34fa5f8771a', 'af880ac5b4fecbc6c4f3d1eee0d95f326e8bd9d1', '74e9de5ec97dc013a52aa063dff0f40ac74c407b']"
"['refactor', 'build']","['test', 'fix', 'build']",9.619379043579102,"['7d3e9b3a98b02f6cb1f3444dc7e3a0459aeb26a7', '974e033a3ca7484290a04201ee33856a25da0942', 'ca060bf255a55b99000ddf0c67f7422f28b735a6']"
"['feat', 'build']","['build', 'fix', 'feat']",12.58920407295227,"['fab09655d5cc30727289cc3f26e5396fce235cd3', 'bed78248c941d57ad4cc20a455147e186e97c7a1', '6b473cbdc5997af47c56a2a74f5b64da6d4c2ad7']"
"['fix', 'refactor']",['fix'],3.8030030727386475,['bed78248c941d57ad4cc20a455147e186e97c7a1']
"['fix', 'build']","['build', 'docs']",7.814414024353027,"['a827777f41e90b6332c191d05bae8db525de6f38', 'f2f52c23b513dd857350f3c163f676d37189d0d3']"
"['feat', 'docs']",['docs'],1.9926891326904297,['94202f01e44c58bee4419044f8a18ac5f1a50dff']
"['fix', 'feat', 'build']","['fix', 'feat', 'build']",12.43611192703247,"['9be725fa3906323d4bc9788f54eccf74109d632b', 'bea32587586ca08f390c901a95e9b9c25263f4df', '4ab28fc2e63e975a0c77e18ae644f34fa5f8771a']"
"['feat', 'test', 'cicd']","['docs', 'cicd', 'test']",18.94261598587036,"['16d4ace80096557fb3fd48396aa09107241c3131', 'f8c7b34bdeedcf1a4628cd50b23920afeaf57cb6', '11ffd5174bd61a2939ae58d2b2d43284302ae490']"
"['refactor', 'docs']","['docs', 'fix']",23.364917993545532,"['eb51316cdfdc7258d287ba13b67ef2f42bd2b8f6', 'cbce777addb3dd118232a9f28db9d425d4c937b2']"
"['fix', 'feat']","['fix', 'feat']",4.037064075469971,"['7dc3b70fe40fc7de255a28bb3098bcb8c0d35365', '6ae067153cd2608018fd3da76bd6d00a08da4b3a']"
"['refactor', 'test']","['refactor', 'fix']",6.84440016746521,"['f86944ff00b970d7e2da48abbff43e58bdf29b99', '2561f4ade46fc9d59f289f328cc77733a6443697']"
"['fix', 'docs', 'test']","['docs', 'test']",3.556870937347412,"['88257ee720ed8ba136d49087c0d31373e8397dd5', 'e2e8ad25854bd1e7cdbc7f50b50bbd99e04ad47d']"
"['feat', 'test', 'build']","['build', 'test', 'refactor']",9.962125062942505,"['4ab28fc2e63e975a0c77e18ae644f34fa5f8771a', '6c7398993bc567ec84e4573b6ededbf50b1ef606', 'bb2ccc1a778452aebf233cf78b20f1f4bab4354b']"
"['docs', 'test', 'cicd']","['docs', 'test', 'cicd']",18.54782485961914,"['cb1f48b56ae0de93acb72e48726c7d610a1d538e', 'b7ce2894fd1794064bd6db4ed730bb6cb7728739', '83934807f4061980e7f5bf46d36eca70e238835d']"
['cicd'],['build'],2.3158111572265625,['88129ee45b1d49bc4ff887f3b488464cc7097e29']
"['fix', 'refactor']","['feat', 'fix']",16.716698169708252,"['1a60540f2bcda48d33f015e31f3728ac2c59a159', 'c623b3622058b913290120b06ccdc779a4e4413d']"
"['refactor', 'build']","['refactor', 'fix', 'build']",10.344104051589966,"['d2709cab63295109dcd1a49f57da9418110e9044', 'c4d9e5023fa0f88ba283b37da27677ceda1cbfbb', '2236b37bd671fdb71313cbc6ebd7633f0effba34']"
"['refactor', 'test']","['fix', 'build', 'test']",18.198558807373047,"['e9233ae3f7811707945fc2de60971595d83c578d', 'e4a11fd5c34942ba12737f1c8c084489428ee274', 'e2e8ad25854bd1e7cdbc7f50b50bbd99e04ad47d']"
"['build', 'cicd', 'refactor']","['cicd', 'build']",5.729429006576538,"['45837af24a33308a70a3454f0f650f9fe728e272', '411be831591b2ea15ca9138eaf8db81f51b5101e']"
"['docs', 'test', 'build']","['docs', 'test', 'build']",6.003779172897339,"['c2ee5cd5e709afd15c5565ee009a0d204403a119', 'e2e8ad25854bd1e7cdbc7f50b50bbd99e04ad47d', 'c55591ba157298a9c5816693c102a89dfd058830']"
"['refactor', 'build']","['docs', 'build', 'cicd']",14.418982028961182,"['f2f52c23b513dd857350f3c163f676d37189d0d3', 'af53b9487f74ff28438928903fb1f2db93fe4fa8', 'e11d55a4922978b89a2c50bf577124b09449e89c']"
"['test', 'docs']",['test'],3.61837100982666,['6c7398993bc567ec84e4573b6ededbf50b1ef606']
"['refactor', 'build']",['refactor'],27.000058889389038,['3cca5c314ad6feeffbfe1f14cf49ebd0fd9a95a2']
"['refactor', 'test', 'fix']","['test', 'fix', 'refactor']",6.005614757537842,"['cd9e6a2ab17c5961b0f977bb8a06f8545da49a97', '1e05a24486f15889ddf6bf1c711ea2bbffc1a88e', '4bfbf60653068ef17df98c021134692bd6d02939']"
"['feat', 'test']","['build', 'test']",3.849869966506958,"['66f907f2d6ff0956bb5215518678bc79cab83c17', '7e1ece7d3fd41d1e3ee38e479c119494bb269966']"
"['test', 'build']","['test', 'build', 'cicd']",13.766974925994873,"['bed86aeae8dad2dd6371635cd24bf8ef3db80361', 'ecc481f9f501aa34b41e06e7bbdde6e79f8ca1bb', 'c3531347fe5a4cc82d426db195026a5bdad15e7a']"
"['test', 'feat', 'docs']","['test', 'refactor']",9.807942152023315,"['bed86aeae8dad2dd6371635cd24bf8ef3db80361', '47ef9104e4a89e80d7cc6c1950bc080841da4a7b']"
"['test', 'refactor', 'build']","['test', 'refactor', 'fix']",18.04777503013611,"['21c004b3c40bd3d68f0d32d173a29632765666c8', '3cca5c314ad6feeffbfe1f14cf49ebd0fd9a95a2', 'eebee9ab0bb6d4255ad0402d8422364e96bfef61']"
"['cicd', 'refactor']","['cicd', 'fix']",12.919709920883179,"['640cd88df3069a97d8244398414338dd317c5470', '97cabf49e7aca7754edde247003fbcb4ea42dd59']"
"['test', 'build']","['test', 'fix', 'build']",21.926653146743774,"['e0198f74b81da3663144cfe1d971939319f82a0f', '1e05a24486f15889ddf6bf1c711ea2bbffc1a88e', '7e9bd7c86df1032d53e752654fe4a446951480bb']"
"['feat', 'fix', 'refactor', 'docs', 'test', 'cicd', 'build']","['cicd', 'fix', 'feat']",18.90677785873413,"['c5fa7b80438fbd74f4c341f0d3c9bd9e0f4910da', '148cd56d096ba972e9706653c47052a07d5f9d08', '9b1c0fc20b614513384a1e562317dbf076eb8ef0']"
"['refactor', 'test']","['refactor', 'test']",10.528946876525879,"['300ac2e411ef0ebfe1441d42cc88787116a9afa4', 'c5e86dbc00a13a355bffadeb2db197e2fea5640f']"
"['feat', 'refactor']",['refactor'],3.3100368976593018,['535708ae50aecb452560a23356fd396f99ef13a2']
"['test', 'fix', 'cicd']","['cicd', 'feat', 'test']",17.69214367866516,"['02f9e79a755a1dd95e661c674d6966837f378442', 'fd5f211916c989fddc2ee5afeeb7d46e6a2f51cb', 'd2c3f0ba6f85b659b76636a91ea9ab2b5a95a720']"
"['refactor', 'test']","['refactor', 'test', 'build']",9.01265835762024,"['9c0aae64774a6fd864622474cb645371fee114b5', '19feaea1885eb015759b5c7a5d785521f2b8a212', '65574eea5da54bf4722ecb551b42f8ff6088f33b']"
"['cicd', 'docs']","['cicd', 'docs']",4.057631015777588,"['6132632f7517195c7333308e9c667cdb756bf0af', 'aca23027da1295c78fdf42ba9687d8ccc88784d7']"
"['refactor', 'test']","['docs', 'refactor']",3.612722873687744,"['9a60af7fa3b480e2e04bacd646112cad9aaab6d7', 'ad52e1d67fd77f0b6a73fbf989b33f9abf395ecc']"
"['docs', 'cicd']","['docs', 'cicd']",4.308286905288696,"['ee7cc5d5a940fba774e715b1f029c6361110b108', '2ac99c0a66a1adc18ee4ef660608f814823dd198']"
"['refactor', 'build']",['refactor'],8.009751081466675,['8a9a022baa15befc325f87892c6bdae25b35bc33']
['test'],['test'],4.304548978805542,['e0198f74b81da3663144cfe1d971939319f82a0f']
"['feat', 'test']","['build', 'feat', 'test']",39.53176021575928,"['7e04a5e829d7416e312ac342a00a11787745753b', 'ded26d768ff432ad3bde3c0aa1e95ce50726100a', '87427fe39d165bee2acedde8dbaa237cca3fb61e']"
"['refactor', 'feat']","['feat', 'refactor', 'fix']",4.2331931591033936,"['d3c754f09502be979e5dcc79f968b15052590bd0', '36556bf8e0bce4ab6d26eafacbdad04d9614a5d7', '6889543bec720e7e7da66535e1012cb66edfe081']"
['refactor'],['test'],1.6913871765136719,['cd9e6a2ab17c5961b0f977bb8a06f8545da49a97']
['fix'],['test'],2.4352171421051025,['efeb30f26252ef4791ef2a02d83827b7f0c45462']
['build'],['build'],3.0862700939178467,['81ca000c6a7e7435809081c60be37dda23458ec8']
"['refactor', 'build', 'test']","['refactor', 'cicd', 'test']",4.64223313331604,"['b7b1d2b315443e1854403c8fe8f871c4632b5d31', '6786fd5955b064021f5b6d6a630453351d683fae', 'a8d1a60fd48d3fbd76d4271987a1b0f538d498f1']"
"['feat', 'test']",['fix'],3.372706174850464,['2f5718743a830d40ddf272ad46f253dbb6d08cff']
"['test', 'refactor']","['test', 'refactor']",7.987879037857056,"['a8d1a60fd48d3fbd76d4271987a1b0f538d498f1', '0d23f1b3ed22e615b9611bb4eae01d2241e64dff']"
"['feat', 'refactor', 'test', 'build']","['feat', 'refactor', 'test']",13.799745082855225,"['6f4c06076abff94f8bb5c634beaba55483a78b72', '0d23f1b3ed22e615b9611bb4eae01d2241e64dff', 'b700285c1f27588922d9c56527cee721bb884682']"
"['docs', 'refactor']","['docs', 'build']",3.3010759353637695,"['e0177c25e13812306aab0b0991562d58b6d14767', '573f87edf9bdc19c9c4c3a978fad6ed3ce788f5f']"
['refactor'],['refactor'],11.296072006225586,['1db13ec43727aca872a0f3836e4023ed85db665e']
"['test', 'refactor']","['test', 'fix']",7.217523097991943,"['19feaea1885eb015759b5c7a5d785521f2b8a212', 'cbce777addb3dd118232a9f28db9d425d4c937b2']"
"['feat', 'docs']","['fix', 'docs']",3.593994140625,"['87d5d4e55ab7149b593d29410f1fe426ba2447d4', '363f84c7da411468b4103da8e0b39ca48cfd8327']"
"['build', 'feat']","['build', 'fix']",13.78759503364563,"['af53b9487f74ff28438928903fb1f2db93fe4fa8', '4986a5892fb00bd5a6b2065ad8cfefbc36052dd7']"
"['build', 'feat']","['build', 'fix']",3.506967067718506,"['9a25fe59dfb63d32505afcea3a164ff0b8ea4c71', '87d5d4e55ab7149b593d29410f1fe426ba2447d4']"
"['refactor', 'build']","['refactor', 'build']",23.7851619720459,"['8d53d724275ebe4b2a0bb0bd7e2c2dfc399e049b', '63546c15bfb1284ac6d956eee274e6d7cf263a8f']"
"['cicd', 'build']",['cicd'],2.749821901321411,['e11d55a4922978b89a2c50bf577124b09449e89c']
"['build', 'cicd']",['cicd'],4.557391881942749,['45837af24a33308a70a3454f0f650f9fe728e272']
"['build', 'refactor']","['build', 'fix']",4.498340845108032,"['5d256f937f93e5a5ed003df86d38c44834095a11', 'bed78248c941d57ad4cc20a455147e186e97c7a1']"
"['refactor', 'docs']","['build', 'docs']",25.52131700515747,"['7e9bd7c86df1032d53e752654fe4a446951480bb', 'aca23027da1295c78fdf42ba9687d8ccc88784d7']"
['cicd'],['cicd'],1.781308889389038,['dbb537a26e388a8d7d17faf131abc30c2f7a84e6']
"['cicd', 'test', 'build']","['cicd', 'fix', 'feat']",6.5936150550842285,"['ee824ddd71cbc4ccc26f7c6876d379c4927b79e6', '06e2be4e2019b6fa714e1fcb34485860ef1ede79', '364d9bf18b2ce73c04d5ec3a70aefa3e6b83cc12']"
